Code;Name;CountryISO;ISIN;CCY;Sector;Industry;GicSector;GicGroup;GicIndustry;GicSubIndustry;HQ;FullTimeEmployees;WebURL;UpdateDate;ActiveFlag
SAVE PA;Savencia SA;FR;FR0000120107;EUR;Consumer Defensive;Packaged Foods;Consumer Staples;Food, Beverage & Tobacco;Food Products;Packaged Foods & Meats;France;21797;https://www.savencia-fromagedairy.com;19.10.2023;1
SBFG US;SB Financial Group Inc;US;US78408D1054;USD;Financial Services;Banks-Regional;Financials;Banks;Banks;Regional Banks;United States;253;https://ir.yourstatebank.com;18.09.2023;1
SBAC US;SBA Communications Corp;US;US78410G1040;USD;Real Estate;REIT-Specialty;Real Estate;Equity Real Estate Investment Trusts (REITs);Diversified REITs;Specialized REITs;United States;1834;https://www.sbasite.com;19.09.2023;1
CY1K F;SBF AG;DE;DE000A2AAE22;EUR;Industrials;Railroads;Industrials;Transportation;Ground Transportation;Rail Transportation;Germany;216;https://www.sbf-ag.com;09.09.2023;1
SBMO AS;SBM Offshore NV;NL;NL0000360618;EUR;Energy;Oil & Gas Equipment & Services;Energy;Energy;Energy Equipment & Services;Oil & Gas Equipment & Services;Netherlands;5389;https://www.sbmoffshore.com;18.10.2023;1
SCSC US;ScanSource Inc;US;US8060371072;USD;Technology;Electronics & Computer Distribution;Information Technology;Technology Hardware & Equipment;Electronic Equipment, Instruments & Components;Technology Distributors;United States;2300;https://www.scansource.com;19.09.2023;1
SHA XETRA;Schaeffler AG Pref;DE;DE000SHA0159;EUR;Consumer Cyclical;Auto Parts;Consumer Discretionary;Automobiles & Components;Automobile Components;Automotive Parts & Equipment;Germany;83705;https://www.schaeffler.com;18.10.2023;1
SAHN SW;Schaffner Holding AG;CH;CH0009062099;CHF;Industrials;Electrical Equipment & Parts;Industrials;Capital Goods;Electrical Equipment;Electrical Components & Equipment;Switzerland;1777;https://www.schaffner.com;20.09.2023;1
PZS F;Scherzer & Co. AG;DE;DE0006942808;EUR;Financial Services;Asset Management;Financials;Financial Services;Capital Markets;Asset Management & Custody Banks;Germany;3;https://www.scherzer-ag.de;19.09.2023;1
SCHN SW;Schindler Holding AG;CH;CH0024638212;CHF;Industrials;Specialty Industrial Machinery;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;Switzerland;69737;https://group.schindler.com;20.09.2023;1
SCHP SW;Schindler Ps;CH;CH0024638196;CHF;Industrials;Specialty Industrial Machinery;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;Switzerland;69737;https://group.schindler.com;05.09.2023;1
STRN SW;Schlatter Industries AG;CH;CH0002277314;CHF;Industrials;Specialty Industrial Machinery;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;Switzerland;357;https://www.schlattergroup.com;20.09.2023;1
SWA F;Schloss Wachenheim AG;DE;DE0007229007;EUR;Consumer Defensive;Beverages-Wineries & Distilleries;Consumer Staples;Food, Beverage & Tobacco;Beverages;Distillers & Vintners;Germany;1634;https://www.schloss-wachenheim.com;19.09.2023;1
SU PA;Schneider Electric S.E.;FR;FR0000121972;EUR;Industrials;Specialty Industrial Machinery;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;France;135000;https://www.se.com/ww/en;18.10.2023;1
SNDR US;Schneider National Inc;US;US80689H1023;USD;Industrials;Trucking;Industrials;Transportation;Ground Transportation;Trucking;United States;17050;https://schneider.com;19.09.2023;1
RDUS US;Schnitzer Steel Industries Inc;US;US8068821060;USD;Basic Materials;Steel;Materials;Materials;Metals & Mining;Steel;United States;3471;https://www.schnitzersteel.com;18.09.2023;1
SRRK US;Scholar Rock Holding Corp;US;US80706P1030;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;114;https://scholarrock.com;17.09.2023;1
SCHL US;Scholastic Corporation;US;US8070661058;USD;Communication Services;Publishing;Communication Services;Media & Entertainment;Media;Publishing;United States;4980;https://www.scholastic.com;19.09.2023;1
SDGR US;Schrodinger Inc;US;US80810D1037;USD;Healthcare;Health Information Services;Health Care;Health Care Equipment & Services;Health Care Technology;Health Care Technology;United States;787;https://www.schrodinger.com;17.09.2023;1
SCM F;SCHUMAG Aktiengesellschaft;DE;DE0007216707;EUR;Industrials;Specialty Industrial Machinery;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;Germany;574;https://www.schumag.de;20.09.2023;1
SWTQ SW;Schweiter Technologies AG;CH;CH0010754924;CHF;Industrials;Building Products & Equipment;Industrials;Capital Goods;Building Products;Building Products;Switzerland;4670;https://www.schweiter.ch;20.09.2023;1
SCE F;Schweizer Electronic AG;DE;DE0005156236;EUR;Technology;Electronic Components;Information Technology;Technology Hardware & Equipment;Electronic Equipment, Instruments & Components;Electronic Components;Germany;580;https://www.schweizer.ag;20.09.2023;1
SNBN SW;Schweizerische Nationalbank;CH;CH0001319265;CHF;Financial Services;Banks-Regional;Financials;Banks;Banks;Regional Banks;Switzerland;891;https://www.snb.ch;20.09.2023;1
SAIC US;Science Applications International Corp;US;US8086251076;USD;Technology;Information Technology Services;Information Technology;Software & Services;IT Services;IT Consulting & Other Services;United States;24000;https://www.saic.com;18.09.2023;1
SCPL US;Sciplay Corp;US;US8090871091;USD;Communication Services;Electronic Gaming & Multimedia;Communication Services;Media & Entertainment;Entertainment;Interactive Home Entertainment;United States;716;https://www.sciplay.com;17.09.2023;1
SCR PA;SCOR SE;FR;FR0010411983;EUR;Financial Services;Insurance - Reinsurance;Financials;Insurance;Insurance;Reinsurance;France;3522;https://www.scor.com;18.10.2023;1
SMG US;Scotts Miracle-Gro Company;US;US8101861065;USD;Basic Materials;Agricultural Inputs;Materials;Materials;Chemicals;Fertilizers & Agricultural Chemicals;United States;6100;https://scottsmiraclegro.com;19.09.2023;1
SCPH US;Scpharmaceuticals Inc;US;US8106481059;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Pharmaceuticals;Pharmaceuticals;United States;96;https://www.scpharmaceuticals.com;19.09.2023;1
SCU US;Sculptor Capital Management Inc;US;US8112461079;USD;Financial Services;Asset Management;Financials;Financial Services;Capital Markets;Asset Management & Custody Banks;United States;343;https://www.sculptor.com;19.09.2023;1
WORX US;Scworx Corp;US;US78396V1098;USD;Healthcare;Health Information Services;Health Care;Health Care Equipment & Services;Health Care Technology;;United States;9;https://www.scworx.com;20.09.2023;1
SCYX US;Scynexis Inc;US;US8112922005;USD;Healthcare;Drug Manufacturers-Specialty & Generic;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Pharmaceuticals;Pharmaceuticals;United States;36;https://www.scynexis.com;19.09.2023;1
SEAC US;SeaChange International Inc;US;US8116991071;USD;Technology;Software-Application;Information Technology;Software & Services;Software;Application Software;United States;107;https://www.seachange.com;19.09.2023;1
SBCF US;Seacoast Banking Corporation of Florida;US;US8117078019;USD;Financial Services;Banks-Regional;Financials;Banks;Banks;Regional Banks;United States;1670;https://www.seacoastbanking.com;19.09.2023;1
SMHI US;SEACOR Marine Holdings Inc;US;US78413P1012;USD;Industrials;Marine Shipping;Energy;Energy;Energy Equipment & Services;Oil & Gas Equipment & Services;United States;1286;https://www.seacormarine.com;19.09.2023;1
SGEN US;Seagen Inc;US;US81181C1045;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;3256;https://www.seagen.com;18.09.2023;1
SEE US;Sealed Air Corporation;US;US81211K1007;USD;Consumer Cyclical;Packaging & Containers;Materials;Materials;Containers & Packaging;Paper & Plastic Packaging Products & Materials;United States;16300;https://www.sealedair.com;18.09.2023;1
SEAS US;SeaWorld Entertainment Inc;US;US81282V1008;USD;Consumer Cyclical;Leisure;Consumer Discretionary;Consumer Services;Hotels, Restaurants & Leisure;Leisure Facilities;United States;3200;https://www.seaworldentertainment.com;19.09.2023;1
SK PA;SEB SA;FR;FR0000121709;EUR;Consumer Cyclical;Furnishings, Fixtures & Appliances;Consumer Discretionary;Consumer Durables & Apparel;Household Durables;Home Furnishings;France;30000;https://www.groupeseb.com;18.10.2023;1
SCHP PA;Seche Environnem.;FR;FR0000039109;EUR;Industrials;Waste Management;Industrials;Commercial & Professional Services;Commercial Services & Supplies;Environmental & Facilities Services;France;5700;https://www.groupe-seche.com;18.10.2023;1
YSN F;secunet Security Networks Aktiengesellschaft;DE;DE0007276503;EUR;Technology;Software-Infrastructure;Information Technology;Software & Services;Software;Application Software;Germany;1013;https://www.secunet.com;19.09.2023;1
SCWX US;Secureworks Corp;US;US81374A1051;USD;Technology;Software-Infrastructure;Information Technology;Software & Services;Software;Systems Software;United States;2149;https://www.secureworks.com;19.09.2023;1
SNFCA US;Security National Financial;US;US8147853092;USD;Financial Services;Mortgage Finance;Financials;Banks;Thrifts & Mortgage Finance;Thrifts & Mortgage Finance;United States;1422;https://www.securitynational.com;18.09.2023;1
SPB F;Sedlmayr Grund und Immobilien AG;DE;DE0007224008;EUR;Real Estate;Real Estate Services;Real Estate;Equity Real Estate Investment Trusts (REITs);Real Estate Management & Development;Real Estate Operating Companies;Germany;47;https://www.sedlmayr-ag.de;20.09.2023;1
SEEL US;Seelos Therapeutics Inc;US;US81577F1093;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Pharmaceuticals;Pharmaceuticals;United States;16;https://seelostherapeutics.com;17.09.2023;1
SEIC US;SEI Investments Company;US;US7841171033;USD;Financial Services;Asset Management;Financials;Financial Services;Capital Markets;Asset Management & Custody Banks;United States;4805;https://www.seic.com;19.09.2023;1
WTTR US;Select Energy Services Inc;US;US81617J3014;USD;Basic Materials;Specialty Chemicals;Energy;Energy;Energy Equipment & Services;Oil & Gas Equipment & Services;United States;4000;https://www.selectenergy.com;20.09.2023;1
SEM US;Select Medical Holdings;US;US81619Q1058;USD;Healthcare;Medical Care Facilities;Health Care;Health Care Equipment & Services;Health Care Providers & Services;Health Care Facilities;United States;37800;https://www.selectmedical.com;18.09.2023;1
SELB US;Selecta Biosciences Inc;US;US8162121045;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;64;https://selectabio.com;19.09.2023;1
SIGI US;Selective Insurance Group Inc;US;US8163001071;USD;Financial Services;Insurance-Property & Casualty;Financials;Insurance;Insurance;Property & Casualty Insurance;United States;2520;https://www.selective.com;19.09.2023;1
SLQT US;Selectquote Inc;US;US8163073005;USD;Financial Services;Insurance Brokers;Financials;Insurance;Insurance;Property & Casualty Insurance;United States;4186;https://www.selectquote.com;17.09.2023;1
SLS US;Sellas Life Sciences Group Inc;US;US81642T2096;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;17;https://www.sellaslifesciences.com;17.09.2023;1
SMLR US;Semler Scientific Inc;US;US81684M1045;USD;Healthcare;Medical Devices;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;United States;127;https://www.semlerscientific.com;19.09.2023;1
SRE US;Sempra Energy;US;US8168511090;USD;Utilities;Utilities-Diversified;Utilities;Utilities;Multi-Utilities;Multi-Utilities;United States;15785;https://www.sempra.com;18.09.2023;1
SEMR US;Semrush Holdings Inc;US;US81686C1045;USD;Technology;Software-Application;Information Technology;Software & Services;Software;Application Software;United States;1316;https://www.semrush.com;17.09.2023;1
SMTC US;Semtech Corporation;US;US8168501018;USD;Technology;Semiconductors;Information Technology;Semiconductors & Semiconductor Equipment;Semiconductors & Semiconductor Equipment;Semiconductors;United States;2248;https://www.semtech.com;18.09.2023;1
SENEA US;Seneca Foods Corp A;US;US8170705011;USD;Consumer Defensive;Packaged Foods;Consumer Staples;Food, Beverage & Tobacco;Food Products;Packaged Foods & Meats;United States;2809;https://www.senecafoods.com;18.09.2023;1
SENEB US;Seneca Foods Corp B;US;US8170701051;USD;Consumer Defensive;Packaged Foods;Consumer Staples;Food, Beverage & Tobacco;Food Products;;United States;2809;https://www.senecafoods.com;19.09.2023;1
SNES US;SenesTech Inc;US;US81720R2085;USD;Basic Materials;Specialty Chemicals;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Pharmaceuticals;Pharmaceuticals;United States;29;https://www.senestech.com;19.09.2023;1
ST US;Sensata Technologies Holding NV;US;GB00BFMBMT84;USD;Technology;Scientific & Technical Instruments;Industrials;Capital Goods;Electrical Equipment;Electrical Components & Equipment;United States;21000;https://www.sensata.com;18.09.2023;1
SNSE US;Sensei Biotherapeutics Inc;US;US81728A1088;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;23;https://www.senseibio.com;17.09.2023;1
SXT US;Sensient Technologies Corporation;US;US81725T1007;USD;Basic Materials;Specialty Chemicals;Materials;Materials;Chemicals;Specialty Chemicals;United States;4094;https://www.sensient.com;19.09.2023;1
SENS SW;Sensirion Holding AG;CH;CH0406705126;CHF;Technology;Scientific & Technical Instruments;Information Technology;Technology Hardware & Equipment;Electronic Equipment, Instruments & Components;Electronic Equipment & Instruments;Switzerland;1251;https://www.sensirion.com;05.09.2023;1
ALSEN PA;Sensorion SA;FR;FR0012596468;EUR;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;France;50;https://www.sensorion.com;19.10.2023;1
SRTS US;Sensus Healthcare Inc;US;US81728J1097;USD;Healthcare;Medical Devices;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;United States;42;https://www.sensushealthcare.com;19.09.2023;1
S US;SentinelOne Inc;US;US81730H1095;USD;Technology;Software-Infrastructure;Information Technology;Software & Services;Software;Systems Software;United States;2200;https://www.sentinelone.com;05.09.2023;1
SQL US;SeqLL Inc;US;US81734C1062;USD;Healthcare;Diagnostics & Research;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;7;https://seqll.com;17.09.2023;1
SERA US;Sera Prognostics Inc;US;US81749D1072;USD;Healthcare;Diagnostics & Research;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;87;https://seraprognostics.com;17.09.2023;1
MCRB US;Seres Therapeutics Inc;US;US81750R1023;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;431;https://www.serestherapeutics.com;19.09.2023;1
SEFER PA;Sergeferrari G;FR;FR0011950682;EUR;Industrials;Building Products & Equipment;Materials;Materials;Chemicals;Specialty Chemicals;France;1307;https://www.sergeferrari.com;19.10.2023;1
SRG US;Seritage Growth Properties;US;US81752R1005;USD;Real Estate;REIT-Retail;Real Estate;Equity Real Estate Investment Trusts (REITs);Diversified REITs;Retail REITs;United States;32;https://www.seritage.com;19.09.2023;1
SCI US;Service Corporation International;US;US8175651046;USD;Consumer Cyclical;Personal Services;Consumer Discretionary;Consumer Services;Diversified Consumer Services;Specialized Consumer Services;United States;17589;https://www.sci-corp.com;18.09.2023;1
NOW US;ServiceNow Inc;US;US81762P1021;USD;Technology;Software-Application;Information Technology;Software & Services;Software;Systems Software;United States;20433;https://www.servicenow.com;18.09.2023;1
SJJ F;Serviceware SE;DE;DE000A2G8X31;EUR;Technology;Software-Application;Information Technology;Software & Services;Software;Application Software;Germany;510;https://serviceware-se.com;20.09.2023;1
SFBS US;ServisFirst Bancshares Inc;US;US81768T1088;USD;Financial Services;Banks-Regional;Financials;Banks;Banks;Regional Banks;United States;577;https://www.servisfirstbank.com;19.09.2023;1
SES US;SES AI Corp;US;US78397Q1094;USD;Consumer Cyclical;Auto Parts;Consumer Discretionary;Automobiles & Components;Automobile Components;Automotive Parts & Equipment;United States;200;https://www.ses.ai;17.09.2023;1
SESL PA;SES Imagotag;FR;FR0010282822;EUR;Technology;Electronic Components;Information Technology;Technology Hardware & Equipment;Electronic Equipment, Instruments & Components;Electronic Equipment & Instruments;France;600;https://www.ses-imagotag.com;19.10.2023;1
T3T1 XETRA;Seven Principles AG;DE;DE000A2AAA75;EUR;Technology;Information Technology Services;Information Technology;Software & Services;IT Services;Data Processing & Outsourced Services;Germany;441;https://www.7p-group.com;18.10.2023;1
SFPN SW;SF Urban Properties AG;CH;CH0032816131;CHF;Real Estate;Real Estate Services;Real Estate;Equity Real Estate Investment Trusts (REITs);Real Estate Management & Development;Real Estate Operating Companies;Switzerland;2;https://www.sfp.ch/produkte/sf-urban-properties-ag;20.09.2023;1
